m1,m2,ncyc,time,Mdot
0.6,0.25,2,83.36548073366221,0.005171228901749563
0.6,0.25,2,84.56603229872313,0.004574650315380989
0.6,0.25,2,85.67365538612391,0.004576382491084614
0.6,0.25,2,86.94113500761246,0.0041494254505026985
0.6,0.25,2,87.91023387176249,0.0041290636247079595
0.6,0.25,2,88.77104534942835,0.0037134643885509662
0.6,0.25,2,89.72627358605224,0.003126421632345147
0.6,0.25,2,90.77477294430649,0.0031677635388829236
0.6,0.25,2,91.81008761599723,0.002820231142801764
0.6,0.25,2,92.59321000155056,0.002783329901381984
0.6,0.25,2,93.61130795787614,0.002903229978568437
0.6,0.25,2,94.65695362390392,0.002615888486733312
0.6,0.25,2,96.1604484314107,0.0022442785648554365
0.6,0.25,2,97.53581735366703,0.002042687756677586
0.6,0.25,2,98.36516868355527,0.0020536674908825992
0.6,0.25,2,99.30769201124544,0.001829524260747238
0.6,0.25,2,100.01500361087804,0.001806987572183364
0.6,0.25,2,100.89686220808534,0.00180685034653196
0.6,0.25,2,101.95998320880341,0.0017766323567755538
0.6,0.25,2,103.20115393298106,0.0016143225383468205
0.6,0.25,2,104.05533716543233,0.0013325024225753163
0.6,0.25,2,104.92450787741878,0.0014468521357619815
0.6,0.25,2,105.49505007147104,0.001386451827490996
0.6,0.25,3,1.3232419363302415,0.007337239645040056
0.6,0.25,3,1.9105942809692928,0.03934507868241126
0.6,0.25,3,2.7923735959310716,0.14641755332453762
0.6,0.25,3,3.9105548604897424,0.35472891429323694
0.6,0.25,3,4.594235980598954,0.4881799289453768
0.6,0.25,3,5.889425790209656,0.7680053034233749
0.6,0.25,3,6.963097112749788,0.9581861394841698
0.6,0.25,3,8.13241390991847,1.0821679983486632
0.6,0.25,3,9.01822517761411,1.2628592459574657
0.6,0.25,3,10.180977915607352,1.2322816114659039
0.6,0.25,3,11.39467222680516,1.0932352628718482
0.6,0.25,3,12.441247830832593,1.1279374524353216
0.6,0.25,3,13.488128009372332,1.0351381100530428
0.6,0.25,3,14.542196657228677,0.9816955055891978
0.6,0.25,3,15.369527604280801,0.9537990475887281
0.6,0.25,3,16.340021868232732,0.9119122553046408
0.6,0.25,3,17.30951736174226,0.8096189298261717
0.6,0.25,3,18.38619613461296,0.7992193467921347
0.6,0.25,3,19.58616098399502,0.6498628100880217
0.6,0.25,3,20.374453767599338,0.6448057446183137
0.6,0.25,3,21.349451961535422,0.6760910026810232
0.6,0.25,3,22.645743071067216,0.5371897488083329
0.6,0.25,3,23.497025425304702,0.530010407370823
0.6,0.25,3,24.332575421846638,0.46068473171765295
0.6,0.25,3,25.373036660212875,0.43080590960608045
0.6,0.25,3,26.54191369830994,0.3763652852146506
0.6,0.25,3,27.54419890942207,0.34247997068434316
0.6,0.25,3,28.80999102750947,0.2970161606891061
0.6,0.25,3,29.981349824022775,0.28452777481283736
0.6,0.25,3,31.14971383740079,0.24077546945851228
0.6,0.25,3,32.26053713766561,0.23563800079008732
0.6,0.25,3,33.726067757734825,0.2117591084656553
0.6,0.25,3,34.685035419961615,0.18798401858639566
0.6,0.25,3,35.284330961548314,0.17277088185819364
0.6,0.25,3,36.605181833851745,0.16005791630059812
0.6,0.25,3,37.51364194766038,0.1425793575371817
0.6,0.25,3,38.53521803652899,0.13913992019832847
0.6,0.25,3,39.79712817350109,0.10895280981724866
0.6,0.25,3,40.476676265289306,0.11092749906788126
0.6,0.25,3,41.22634682246808,0.09594072663703947
0.6,0.25,3,41.90609123504431,0.09296576886337254
0.6,0.25,3,42.747263977039225,0.10007254104122836
0.6,0.25,3,43.83519129824262,0.089431206889298
0.6,0.25,3,44.94002886680517,0.07542009617025587
0.6,0.25,3,45.99528370267088,0.0666167338759093
0.6,0.25,3,46.71273052589241,0.058466990571805946
0.6,0.25,3,47.25070983856588,0.06322357577206311
0.6,0.25,3,48.26158055564396,0.06768348851595259
0.6,0.25,3,49.16722534891629,0.05707547911050108
0.6,0.25,3,50.25910250325961,0.04987187715781838
0.6,0.25,3,51.399493228503864,0.04805987892012877
0.6,0.25,3,52.427141514915604,0.040135775926973816
0.6,0.25,3,53.57916813199078,0.039163338129950584
0.6,0.25,3,54.62501040681379,0.036914538188763196
0.6,0.25,3,55.731023347934084,0.033665448839986935
0.6,0.25,3,56.59008869536011,0.03299741640184035
0.6,0.25,3,57.554166412593815,0.030051257062439773
0.6,0.25,3,58.593521631925206,0.028300375082599513
0.6,0.25,3,59.75762732700869,0.024297308066547847
0.6,0.25,3,60.678879092563776,0.02461049703005372
0.6,0.25,3,61.783112543710196,0.02358479979137236
0.6,0.25,3,62.72994478532712,0.01936178671185514
0.6,0.25,3,63.70643635186149,0.018145927912920516
0.6,0.25,3,64.8723401602663,0.018688169708496093
0.6,0.25,3,65.47372808605547,0.01660396249255245
0.6,0.25,3,66.21443362044052,0.017082359230073625
0.6,0.25,3,66.91799654095195,0.014838096155209863
0.6,0.25,3,67.45127331698228,0.015728147522861016
0.6,0.25,3,68.31562042895125,0.013876552605689397
0.6,0.25,3,69.4655072088968,0.012916399828330566
0.6,0.25,3,70.40853039562028,0.0129394802092007
0.6,0.25,3,71.44808841200864,0.010961514540144272
0.6,0.25,3,72.6659319113508,0.009821252270350337
0.6,0.25,3,73.93146913780433,0.009261245225735449
0.6,0.25,3,74.9176415508591,0.009083245263407844
0.6,0.25,3,76.18835872877298,0.0075617352403499795
0.6,0.25,3,77.20678406045981,0.007906614481097276
0.6,0.25,3,78.03930441569432,0.007068285479588338
0.6,0.25,3,78.92042434525457,0.007270917102226205
0.6,0.25,3,79.62431704274157,0.005825360226070475
0.6,0.25,3,80.44669027199484,0.005994267177628211
0.6,0.25,3,81.37508693437995,0.005406791384804515
0.6,0.25,3,82.53580393825567,0.005251145058648106
0.6,0.25,3,83.87995790448886,0.005099620839406549
0.6,0.25,3,84.60352160141345,0.004775245244980572
0.6,0.25,3,85.68208709506543,0.004454701787097954
0.6,0.25,3,86.47397830723392,0.0042659065630859475
0.6,0.25,3,87.56891772492656,0.004066482085552777
0.6,0.25,3,88.54270039478902,0.003610517448639546
0.6,0.25,3,89.17651922961952,0.003788003135187157
0.6,0.25,3,90.36217862793322,0.003523099974855651
0.6,0.25,3,91.24117848537148,0.0032991771846337934
0.6,0.25,3,92.13439843769677,0.003157880008197112
0.6,0.25,3,92.92044795543883,0.002977422147053667
0.6,0.25,3,93.78959130010132,0.0030880961379863387
0.6,0.25,3,94.87516938824031,0.0026085928181957567
0.6,0.25,3,95.83732052005303,0.002441536739714366
0.6,0.25,3,96.90305292050952,0.0022468702656512018
0.6,0.25,3,97.9754372912953,0.0020851263938446983
0.6,0.25,3,99.23956962240092,0.001921404173273732
0.6,0.25,3,100.17101239222805,0.0018565696108381086
0.6,0.25,3,100.8756408288589,0.0018596661005101244
0.6,0.25,3,102.0890853121733,0.0017743472410593343
0.6,0.25,3,103.02278767775384,0.0016617386192028989
0.6,0.25,3,104.24570616666932,0.0014919659416024404
0.6,0.25,3,105.32238158930582,0.0015293139844492526
0.6,0.25,3,106.29615408326515,0.0014392335297869349
0.6,0.25,3,107.36590926207441,0.001299025741722139
0.6,0.25,3,108.75611177409967,0.001176639364321065
0.6,0.25,3,110.17150787991042,0.001159114813931813
0.6,0.25,3,111.18538410693698,0.0010791796432517695
0.6,0.25,3,112.21742222560039,0.0009420440820237296
0.6,0.25,3,113.43267025709366,0.0009474057011267965
0.6,0.25,3,114.26353805054019,0.0009225636088047216
0.6,0.25,3,115.33015212506385,0.0008238970388184907
0.6,0.25,4,1.0379686785674886,0.002089739117242496
0.6,0.25,4,1.7470041815159307,0.028277541519171286
0.6,0.25,4,3.014241401518365,0.18865622797294615
0.6,0.25,4,4.263831398530251,0.45924598772873526
0.6,0.25,4,5.213327931669658,0.6692673885326391
0.6,0.25,4,6.286018799237473,0.9284709437773639
0.6,0.25,4,6.804034406077498,1.0482171949322765
0.6,0.25,4,7.572764874024432,1.0419041968423894
0.6,0.25,4,8.514009089994007,1.1176013230614246
0.6,0.25,4,9.299582485708635,1.1942864888473224
0.6,0.25,4,10.442461782234767,1.1727007587583933
0.6,0.25,4,11.841921088384366,1.212493586414524
0.6,0.25,4,12.606598144498506,1.0049176850659978
0.6,0.25,4,13.439105463681468,1.038830031452864
0.6,0.25,4,14.486195137343454,0.9830676210147431
0.6,0.25,4,15.808418367043378,0.8368613511350083
0.6,0.25,4,16.5639435045354,0.8497085451949882
0.6,0.25,4,17.613750728996788,0.788370312350824
0.6,0.25,4,18.97801049915941,0.7346394612837402
0.6,0.25,4,19.647658669523558,0.743262978968924
0.6,0.25,4,20.39144482815439,0.6532712969970231
0.6,0.25,4,21.306723506862223,0.5817811192376006
0.6,0.25,4,22.20260582429114,0.5660287012043177
0.6,0.25,4,23.36512608184187,0.5412371587757013
0.6,0.25,4,24.413458025806037,0.4464979279549088
0.6,0.25,4,25.058465613877612,0.42339706880996386
0.6,0.25,4,26.161547694457774,0.4136288181784452
0.6,0.25,4,27.046039916986643,0.36802643454606165
0.6,0.25,4,28.30092936037489,0.3441640534954054
0.6,0.25,4,29.175411853087507,0.30831185537914796
0.6,0.25,4,30.04808879646706,0.2959518229246594
0.6,0.25,4,31.156315118627965,0.24622003005683588
0.6,0.25,4,32.30890041509535,0.23433109577834374
0.6,0.25,4,33.39852028788259,0.21105042314235933
0.6,0.25,4,34.06140082440563,0.18951223386613986
0.6,0.25,4,35.169007712391284,0.16929141818587584
0.6,0.25,4,35.9621461020564,0.17698801944163833
0.6,0.25,4,37.009201324374054,0.15369203463663467
0.6,0.25,4,37.72445443729424,0.13986927045508796
0.6,0.25,4,38.81371886680285,0.13363737818112628
0.6,0.25,4,39.652399085941376,0.13242730606286632
0.6,0.25,4,40.39587215588927,0.1049619162468998
0.6,0.25,4,41.53863618318575,0.09929696689302246
0.6,0.25,4,42.5869650875211,0.09374668261962917
0.6,0.25,4,43.46416972724252,0.09831264585873584
0.6,0.25,4,44.75440549704673,0.08348391690984308
0.6,0.25,4,45.66627501273278,0.07948532099133669
0.6,0.25,4,46.67269654752697,0.06667577709854987
0.6,0.25,4,47.72647923706269,0.061397443693196
0.6,0.25,4,48.60254605023697,0.06197962718003926
0.6,0.25,4,49.69677330891695,0.0558047383685402
0.6,0.25,4,50.590082839484005,0.0533630166133609
0.6,0.25,4,51.507755175040764,0.04792421846036174
0.6,0.25,4,52.78028370300143,0.044509325407741517
0.6,0.25,4,53.572166492498944,0.041665126694314485
0.6,0.25,4,54.089610426313044,0.04133084965912539
0.6,0.25,4,55.411797825315425,0.037487119858966016
0.6,0.25,4,56.921663415836825,0.029686510977916716
0.6,0.25,4,57.840609562746955,0.02689086624197793
0.6,0.25,4,58.45324195462292,0.030249060074987934
0.6,0.25,4,59.391145159383726,0.028520053817462677
0.6,0.25,4,60.33390056941559,0.023858683680740494
0.6,0.25,4,61.29591580121114,0.021353880446936636
0.6,0.25,4,62.073238192826764,0.022282681602839197
0.6,0.25,4,63.18915042132206,0.021465656228218326
0.6,0.25,4,64.29405189637927,0.020743716082601147
0.6,0.25,4,64.9951707724154,0.018528030492926822
0.6,0.25,4,66.13501011875438,0.01637754088928834
0.6,0.25,4,67.54554711514356,0.014483119626934243
0.6,0.25,4,68.57993918163098,0.014122771037559637
0.6,0.25,4,69.51247414921727,0.013055301264695543
0.6,0.25,4,70.48407350633576,0.011800403106063095
0.6,0.25,4,71.60712485972947,0.012761324674870683
0.6,0.25,4,72.26099053862802,0.012059960115696062
0.6,0.25,4,73.29386867922348,0.010906385511926393
0.6,0.25,4,74.21577588933091,0.009263949076759485
0.6,0.25,4,75.58534089192213,0.009261985877647741
0.6,0.25,4,76.55050634516114,0.008609862098465659
0.6,0.25,4,77.88408386738504,0.007827971891095614
0.6,0.25,4,78.66333572782864,0.007756485207307971
0.6,0.25,4,79.7807875611892,0.0070091989488560566
0.6,0.25,4,80.84466761394745,0.006591092621955158
0.6,0.25,4,81.6708581643745,0.006227966217595942
0.6,0.25,4,82.70633738730189,0.00575495703618466
0.6,0.25,4,83.9488411546682,0.004794063604168987
0.6,0.25,4,84.88408281381088,0.004970781522592098
0.6,0.25,4,85.54569028397692,0.0046244100208662825
0.6,0.25,4,86.54217771868143,0.004199107818953618
0.6,0.25,4,87.36169309972293,0.004635040854465292
0.6,0.25,4,88.29322491199015,0.00439405853901336
0.6,0.25,4,89.27690735805312,0.004068337344676003
0.6,0.25,4,89.93577691485002,0.003702560803266547
0.6,0.25,4,90.61264524698589,0.003757977174342049
0.6,0.25,4,91.70905861409099,0.003295767954481655
0.6,0.25,4,92.60451487485706,0.003158069755278297
0.6,0.25,4,93.09156600649294,0.0028773296905909404
0.6,0.25,4,94.24853481381457,0.0028994465226850866
0.6,0.25,4,95.30300876486942,0.002683547255722196
0.6,0.25,4,96.16023380006212,0.002386997138577464
0.6,0.25,4,96.89686775785047,0.002436923993950509
0.6,0.25,4,98.06402933711334,0.002278064357609963
0.6,0.25,4,99.13389946162542,0.0023562962009275705
0.6,0.25,4,100.61041991816224,0.0020741978159013515
0.6,0.25,4,101.69445763790722,0.0018690098996775246
0.6,0.25,4,102.77199826615963,0.0017824088441447871
0.6,0.25,4,103.73861268013792,0.0016733569268560441
0.6,0.25,4,104.90196785357807,0.0015514231212166503
0.6,0.25,5,0.9697896244786142,0.0012392291263396288
0.6,0.25,5,1.8205699731481115,0.032660494417841204
0.6,0.25,5,2.570506865363482,0.1114817573485608
0.6,0.25,5,3.672751228272989,0.31119291388711773
0.6,0.25,5,4.751004160259636,0.58623822396591
0.6,0.25,5,5.39366265798602,0.7346263375881321
0.6,0.25,5,6.369125730486995,0.886545860986041
0.6,0.25,5,7.568266007666979,1.1273483923574035
0.6,0.25,5,8.780110755446243,1.0988499833113647
0.6,0.25,5,9.98527812402329,1.1846382098877217
0.6,0.25,5,10.993060765403582,1.168122190418882
0.6,0.25,5,11.824051699809752,1.1774821035863259
0.6,0.25,5,12.60731193433814,1.1644606324983147
0.6,0.25,5,13.676232915288212,1.0394659084682083
0.6,0.25,5,14.752088922161244,1.0671601554361627
0.6,0.25,5,16.009555144482256,0.9522317438804915
0.6,0.25,5,17.229551074550674,0.7919727426734272
0.6,0.25,5,18.203105343244438,0.7334891166681149
0.6,0.25,5,18.954264167472264,0.7623704635552245
0.6,0.25,5,19.890442848070084,0.6998079986882206
0.6,0.25,5,20.93388908703219,0.6459584915222093
0.6,0.25,5,21.89347243795431,0.598195598883348
0.6,0.25,5,22.777893616338776,0.5618897004305365
0.6,0.25,5,23.828470579332755,0.5322026118175741
0.6,0.25,5,24.727679031050634,0.4441313892192096
0.6,0.25,5,25.60206581430556,0.41030076567345103
0.6,0.25,5,26.66435638116625,0.37538348210327604
0.6,0.25,5,27.58395786514041,0.3711161173166497
0.6,0.25,5,28.63277874293608,0.355108603047849
0.6,0.25,5,29.687419547506504,0.2977621602008463
0.6,0.25,5,30.45953374728819,0.2509642450148229
0.6,0.25,5,31.36328552251511,0.24138817230181192
0.6,0.25,5,32.6508409104984,0.22545669726691867
0.6,0.25,5,33.41842500795155,0.21389963562352302
0.6,0.25,5,33.99509411815744,0.2050496318282525
0.6,0.25,5,34.62272508750894,0.1986696918700708
0.6,0.25,5,35.628547076824276,0.1791142871697437
0.6,0.25,5,36.634730532430815,0.17598917386398305
0.6,0.25,5,37.61120836134579,0.14863728080505495
0.6,0.25,5,38.85404632713149,0.1326508247674113
0.6,0.25,5,39.319479440510904,0.13643763590642025
0.6,0.25,5,40.39866621539707,0.11277245151923576
0.6,0.25,5,41.710953855757786,0.11142502015753325
0.6,0.25,5,42.485397702779444,0.10308419410619926
0.6,0.25,5,43.40943640042146,0.09442342848952512
0.6,0.25,5,44.258858016975736,0.09614214068041972
0.6,0.25,5,45.07998880776023,0.08057926459375771
0.6,0.25,5,46.014736406755624,0.0855103991422253
0.6,0.25,5,47.300233463492525,0.06888286420291848
0.6,0.25,5,48.66771079859003,0.058699434587027664
0.6,0.25,5,49.600522953582,0.05838933986074781
0.6,0.25,5,50.98153499639489,0.04956035016132165
0.6,0.25,5,51.988650291791814,0.04663422884250515
0.6,0.25,5,53.33938849713203,0.04458021714159431
0.6,0.25,5,54.32072876720133,0.04173746062348518
0.6,0.25,5,55.34694033241056,0.0364479998117884
0.6,0.25,5,56.42003522693913,0.0364833348936364
0.6,0.25,5,58.055805962812634,0.032634068447063014
0.6,0.25,5,59.22606307778159,0.03039622029743898
0.6,0.25,5,60.0846101717913,0.027305498289632784
0.6,0.25,5,61.27840974584647,0.026137556632345533
0.6,0.25,5,62.2060432384296,0.020807115322169317
0.6,0.25,5,63.10809320184936,0.021111280670321666
0.6,0.25,5,64.28981347382778,0.018908441571522067
0.6,0.25,5,65.296030591382,0.018522916421108575
0.6,0.25,5,66.35174577428437,0.01663743354454001
0.6,0.25,5,67.35454281865742,0.015851226495620558
0.6,0.25,5,68.4218594439785,0.01633151834778228
0.6,0.25,5,69.50685262346573,0.01369842283976899
0.6,0.25,6,1.0827584634380427,0.0022630775739276797
0.6,0.25,6,2.0363045974531957,0.04893907186623395
0.6,0.25,6,3.0514472550445624,0.1814204107324977
0.6,0.25,6,4.052650591131776,0.42671084611526094
0.6,0.25,6,5.142315404326408,0.6834425621734664
0.6,0.25,6,6.375376911435843,0.9802146661536728
0.6,0.25,6,7.704855710956509,1.1795722634669732
0.6,0.25,6,8.766779727338342,1.2057083652453966
0.6,0.25,6,9.884689104545462,1.1990781881469852
0.6,0.25,6,10.654516202708349,1.2604881079082144
0.6,0.25,6,11.636940854225225,1.1782872346201299
0.6,0.25,6,12.824998747201942,1.1617041492770688
0.6,0.25,6,13.998192474885373,1.1537957723161798
0.6,0.25,6,15.040514421444383,1.0057904892751797
0.6,0.25,6,16.217793213357975,0.9973584702711716
0.6,0.25,6,17.31594655515674,0.9167555248292235
0.6,0.25,6,18.5560078068086,0.7694457778667694
0.6,0.25,6,19.613879638200025,0.7795151462719824
0.6,0.25,6,20.54273997508582,0.7130366247362007
0.6,0.25,6,21.609908226472424,0.6334689200959299
0.6,0.25,6,22.02378935130187,0.5859521639063994
0.6,0.25,6,23.10036649857888,0.5322233716732224
0.6,0.25,6,23.370683933535922,0.5284952774787749
0.6,0.25,6,24.025991252054837,0.5273140326136893
0.6,0.25,6,25.116344972243034,0.4452803218612513
0.6,0.25,6,26.211850839696393,0.4340794202816429
0.6,0.25,6,26.979365083668405,0.3733186416574756
0.6,0.25,6,27.836944675292617,0.3648760080443091
0.6,0.25,6,29.111052873015442,0.33167900874122
0.6,0.25,6,30.014246846700907,0.3445708022361318
0.6,0.25,6,31.462830909181505,0.25098403658866336
0.6,0.25,6,32.462446938546236,0.26544118274013684
0.6,0.25,6,33.54405417392249,0.22635772589815162
0.6,0.25,6,34.86742905362221,0.2047556476009854
0.6,0.25,6,35.893634476860896,0.1848960036177885
0.6,0.25,6,36.693165680722736,0.17562890928240463
0.6,0.25,6,37.67122019038388,0.1569638620976101
0.6,0.25,6,38.664098043145856,0.15652490764217292
0.6,0.25,6,39.39114971270554,0.1339012308156053
0.6,0.25,6,40.339983298437375,0.13400769800666965
0.6,0.25,6,41.19154487963789,0.11430934398050821
0.6,0.25,6,42.37641643107538,0.10682215896287595
0.6,0.25,6,43.38333880591243,0.09357961059156836
0.6,0.25,6,44.32677965608292,0.09360389407349588
0.6,0.25,6,45.305543269958406,0.09093776350000271
0.6,0.25,6,46.35016767363964,0.0775543339076573
0.6,0.25,6,47.47353051357759,0.0705531043125659
0.6,0.25,6,48.27358806784372,0.06329411709900513
0.6,0.25,6,49.065270541319464,0.06220203094071295
0.6,0.25,6,50.28620638439997,0.05286819203443855
0.6,0.25,6,51.20373900995902,0.05097845176665451
0.6,0.25,6,51.92037059143965,0.051097436251339515
0.6,0.25,6,53.00913313331627,0.0496929669890172
